function,method,reward_dir,iteration,best_regret_mean,best_regret_std,cum_scaled_move_cost_mean,cum_scaled_move_cost_std
ackley,pure_bo,pure_bo,0,1.6296000076754205,0.8391547338892043,0.45873753142560014,0.22428651894601895
ackley,pure_bo,pure_bo,1,1.2574093511478488,0.7730290242473536,0.5596297478663911,0.2473911606629077
ackley,pure_bo,pure_bo,2,1.1073019987240842,0.7948984803155181,0.6651879998562794,0.26195235178273724
ackley,pure_bo,pure_bo,3,1.1073019987240842,0.7948984803155181,0.7399834567481872,0.22228731515274378
ackley,pure_bo,pure_bo,4,1.0900557403041014,0.8051172812021243,1.3331804346410954,0.44043995166953337
ackley,pure_bo,pure_bo,5,1.0057467110864906,0.6863060948559102,2.0094861694856845,0.2077458311520513
ackley,pure_bo,pure_bo,6,0.7819319999052211,0.37220336447476166,2.9616986161081535,0.4664154150892962
ackley,pure_bo,pure_bo,7,0.6532782959848409,0.5079787345046948,3.445272734910604,0.7237245794778113
ackley,pure_bo,pure_bo,8,0.32816206233151535,0.2198963112546376,4.135544552597739,1.1512829739735442
ackley,pure_bo,pure_bo,9,0.3252237825083246,0.2199707645498243,4.984399825853653,1.700745072011576
ackley,pure_bo,pure_bo,10,0.22749268980046886,0.26297050498089336,5.723185365881643,2.1904137169097533
ackley,pure_bo,pure_bo,11,0.22749268980046886,0.26297050498089336,6.513755312855021,2.719531562087267
ackley,pure_bo,pure_bo,12,0.22749268980046886,0.26297050498089336,6.994921503113237,2.9966996124586034
ackley,pure_bo,pure_bo,13,0.22749268980046886,0.26297050498089336,7.912077931731676,3.0959572382325016
ackley,pure_bo,pure_bo,14,0.22749268980046886,0.26297050498089336,8.646137733064403,3.085973294853544
ackley,pure_bo,pure_bo,15,0.22749268980046886,0.26297050498089336,9.478078953842411,3.158986124540161
ackley,pure_bo,pure_bo,16,0.22749268980046886,0.26297050498089336,10.112356219014593,3.075336793018004
ackley,pure_bo,pure_bo,17,0.22749268980046886,0.26297050498089336,10.857547154668113,3.179012062689411
ackley,pure_bo,pure_bo,18,0.22749268980046886,0.26297050498089336,11.822099947525233,3.0711900349936867
ackley,pure_bo,pure_bo,19,0.22749268980046886,0.26297050498089336,12.794793619629155,2.799631357765074
ackley,pure_bo,pure_bo,20,0.22749268980046886,0.26297050498089336,13.712283387429395,2.461354864718636
ackley,pure_bo,pure_bo,21,0.22749268980046886,0.26297050498089336,14.57168287160095,2.222046527147528
ackley,pure_bo,pure_bo,22,0.22749268980046886,0.26297050498089336,15.155111716116991,2.1591426575699786
ackley,pure_bo,pure_bo,23,0.22749268980046886,0.26297050498089336,15.927706958828175,2.2659537270507237
ackley,pure_bo,pure_bo,24,0.22749268980046886,0.26297050498089336,16.669724886188845,2.235332923239312
ackley,pure_bo,pure_bo,25,0.22749268980046886,0.26297050498089336,17.442170367695763,2.2075492823066063
ackley,pure_bo,pure_bo,26,0.22749268980046886,0.26297050498089336,18.40575798200447,2.1351522259549887
ackley,pure_bo,pure_bo,27,0.22749268980046886,0.26297050498089336,18.96699858849304,2.2559747777007244
ackley,pure_bo,pure_bo,28,0.22749268980046886,0.26297050498089336,19.845026181260348,2.3422835784371405
ackley,pure_bo,pure_bo,29,0.22749268980046886,0.26297050498089336,20.49619076474509,2.127891975902011
ackley,pure_bo,pure_bo,30,0.22749268980046886,0.26297050498089336,21.002572879440738,1.9494947882472318
ackley,pure_bo,pure_bo,31,0.22749268980046886,0.26297050498089336,21.51091288585734,1.827280041835713
ackley,pure_bo,pure_bo,32,0.22749268980046886,0.26297050498089336,22.06750537285873,2.0080187278845867
ackley,pure_bo,pure_bo,33,0.22749268980046886,0.26297050498089336,22.597219698051884,2.2505061818881065
ackley,pure_bo,pure_bo,34,0.22749268980046886,0.26297050498089336,22.96260396015982,2.451323557161605
ackley,pure_bo,pure_bo,35,0.22749268980046886,0.26297050498089336,23.45553993957554,2.7892142546646057
ackley,pure_bo,pure_bo,36,0.22749268980046886,0.26297050498089336,24.012491595820507,3.196035547022318
ackley,pure_bo,pure_bo,37,0.22749268980046886,0.26297050498089336,24.631393602952055,3.564415756852459
ackley,pure_bo,pure_bo,38,0.22749268980046886,0.26297050498089336,24.935714089237546,3.7577528348390716
ackley,pure_bo,pure_bo,39,0.22749268980046886,0.26297050498089336,25.317303648914976,4.066311306777451
ackley,pure_bo,pure_bo,40,0.22749268980046886,0.26297050498089336,25.744371825330518,4.371913063732894
ackley,pure_bo,pure_bo,41,0.22749268980046886,0.26297050498089336,26.387174349149095,4.800265133872051
ackley,pure_bo,pure_bo,42,0.22749268980046886,0.26297050498089336,26.657956214687925,4.9928067349391325
ackley,pure_bo,pure_bo,43,0.22749268980046886,0.26297050498089336,27.01668503761127,5.227047705245527
ackley,pure_bo,pure_bo,44,0.22749268980046886,0.26297050498089336,27.60213573056789,5.6093723949897605
ackley,pure_bo,pure_bo,45,0.22749268980046886,0.26297050498089336,28.197807884055617,6.025211055967257
ackley,pure_bo,pure_bo,46,0.22749268980046886,0.26297050498089336,28.484882327213015,6.215351327740558
ackley,pure_bo,pure_bo,47,0.22749268980046886,0.26297050498089336,28.605586479762312,6.30139894381805
ackley,pure_bo,pure_bo,48,0.22749268980046886,0.26297050498089336,28.905705118522246,6.529790525073794
ackley,pure_bo,pure_bo,49,0.22749268980046886,0.26297050498089336,29.192937734172244,6.766113070815043
ackley,earlbo,earlbo,0,1.442524653252007,0.6049201297183076,0.39678539091160553,0.21514695033151773
ackley,earlbo,earlbo,1,1.161086386929884,0.8392033127937953,0.5179187076485909,0.29256294511368597
ackley,earlbo,earlbo,2,1.0556843114474448,0.88538518181777,0.6862809953356864,0.45739928563794463
ackley,earlbo,earlbo,3,0.2700877734121379,0.18804619023827723,0.798333230010592,0.5363633039883413
ackley,earlbo,earlbo,4,0.25871065527839265,0.1904922269890568,0.8435284320686467,0.5324177779576778
ackley,earlbo,earlbo,5,0.2215502352917101,0.1634795855049172,0.915649961569233,0.5002666385007091
ackley,earlbo,earlbo,6,0.19490206732305917,0.1276274547171356,0.967473416164975,0.49287833588093066
ackley,earlbo,earlbo,7,0.19490206732305917,0.1276274547171356,0.9916253246560024,0.492151967377918
ackley,earlbo,earlbo,8,0.19490206732305917,0.1276274547171356,1.0355071738408765,0.494181941055166
ackley,earlbo,earlbo,9,0.14090434113451447,0.06204708520172437,1.0895092211013095,0.4929898588724201
ackley,earlbo,earlbo,10,0.08319244752682235,0.019341107497025837,1.1525299210556084,0.49287624102002
ackley,earlbo,earlbo,11,0.08319244752682235,0.019341107497025837,1.1986083661066207,0.505096680512241
ackley,earlbo,earlbo,12,0.08319244752682235,0.019341107497025837,1.2651738744096903,0.5349343123277984
ackley,earlbo,earlbo,13,0.08319244752682235,0.019341107497025837,1.374320637807201,0.5219693268410155
ackley,earlbo,earlbo,14,0.08319244752682235,0.019341107497025837,1.4633127301311208,0.5000822010196476
ackley,earlbo,earlbo,15,0.08319244752682235,0.019341107497025837,1.521669268345332,0.5235088136497303
ackley,earlbo,earlbo,16,0.08319244752682235,0.019341107497025837,1.5951716026673857,0.5502037121744964
ackley,earlbo,earlbo,17,0.06781485210574963,0.020723608729950015,1.7064177165955021,0.611033521638155
ackley,earlbo,earlbo,18,0.06781485210574963,0.020723608729950015,1.8369194463060865,0.679420419788411
ackley,earlbo,earlbo,19,0.06781485210574963,0.020723608729950015,1.9102447545458618,0.6945734902187624
ackley,earlbo,earlbo,20,0.06781485210574963,0.020723608729950015,1.9648417844109514,0.7135406658857459
ackley,earlbo,earlbo,21,0.06781485210574963,0.020723608729950015,2.0513476825947428,0.6923902706023836
ackley,earlbo,earlbo,22,0.06781485210574963,0.020723608729950015,2.1115674296019384,0.6919087483806948
ackley,earlbo,earlbo,23,0.06781485210574963,0.020723608729950015,2.179359069079127,0.717682467268909
ackley,earlbo,earlbo,24,0.06781485210574963,0.020723608729950015,2.262353068955887,0.721531269199898
ackley,earlbo,earlbo,25,0.06781485210574963,0.020723608729950015,2.317577629442881,0.7403095357817169
ackley,earlbo,earlbo,26,0.06781485210574963,0.020723608729950015,2.367223343418057,0.7484069339191213
ackley,earlbo,earlbo,27,0.06781485210574963,0.020723608729950015,2.434007639839973,0.7197140548316997
ackley,earlbo,earlbo,28,0.06781485210574963,0.020723608729950015,2.5063326380117745,0.7184506506755577
ackley,earlbo,earlbo,29,0.06781485210574963,0.020723608729950015,2.5785701732248003,0.7174450472501378
ackley,earlbo,earlbo,30,0.056639017738664865,0.03260730531149436,2.650890373326801,0.7185674278043854
ackley,earlbo,earlbo,31,0.056639017738664865,0.03260730531149436,2.7387815505144673,0.7066094292481605
ackley,earlbo,earlbo,32,0.056639017738664865,0.03260730531149436,2.8072817003492596,0.6873223523825575
ackley,earlbo,earlbo,33,0.056639017738664865,0.03260730531149436,2.869413660128888,0.6842247459429265
ackley,earlbo,earlbo,34,0.054956346155558077,0.030547963905709595,2.927148942060201,0.6688478545679832
ackley,earlbo,earlbo,35,0.054956346155558077,0.030547963905709595,2.986109471740859,0.6670321265508498
ackley,earlbo,earlbo,36,0.054956346155558077,0.030547963905709595,3.0623023050378397,0.6889869089805672
ackley,earlbo,earlbo,37,0.054956346155558077,0.030547963905709595,3.134550155895148,0.6806285887712972
ackley,earlbo,earlbo,38,0.054956346155558077,0.030547963905709595,3.1909373271835086,0.6651871115214035
ackley,earlbo,earlbo,39,0.054956346155558077,0.030547963905709595,3.266350262961687,0.6798232084059895
ackley,earlbo,earlbo,40,0.05335698792582185,0.028636648481253385,3.3191177735899586,0.6768787792988391
ackley,earlbo,earlbo,41,0.05335698792582185,0.028636648481253385,3.4076098276649454,0.6756303875720163
ackley,earlbo,earlbo,42,0.05335698792582185,0.028636648481253385,3.5053308204915723,0.6883239159608284
ackley,earlbo,earlbo,43,0.05335698792582185,0.028636648481253385,3.5914638256031775,0.6942675439034828
ackley,earlbo,earlbo,44,0.04342069336399653,0.018615051344050063,3.6424605441686033,0.6843044586397963
ackley,earlbo,earlbo,45,0.04342069336399653,0.018615051344050063,3.729614916604893,0.6656285260185087
ackley,earlbo,earlbo,46,0.04342069336399653,0.018615051344050063,3.821272774533531,0.6759531767689176
ackley,earlbo,earlbo,47,0.04342069336399653,0.018615051344050063,3.916435158100222,0.6716223364625054
ackley,earlbo,earlbo,48,0.04342069336399653,0.018615051344050063,4.0021671741954945,0.6793974916507418
ackley,earlbo,earlbo,49,0.04342069336399653,0.018615051344050063,4.07843049289264,0.692721431761036
ackley,snake,snake,0,1.9117769110697598,0.32605276619233026,0.40584125598271087,0.20867399593560365
ackley,snake,snake,1,1.6608353286357893,0.4683765036432904,0.5110507997024206,0.2575967420515428
ackley,snake,snake,2,1.347656136860995,0.6769357773407784,0.7272164449612298,0.4435385882895923
ackley,snake,snake,3,1.0734440816834259,0.8656564644170024,0.9165385389081875,0.6159807443261989
ackley,snake,snake,4,1.0471049587523475,0.8284075234868967,0.9812275118382535,0.6290970836102387
ackley,snake,snake,5,1.015026081696923,0.8521261417145839,1.0347704429182896,0.6372562265155939
ackley,snake,snake,6,0.9546973307300827,0.896184726338173,1.1058797075824118,0.6762758206705484
ackley,snake,snake,7,0.9280085580921681,0.8585483712445303,1.1542153749846764,0.7106468233575447
ackley,snake,snake,8,0.8091065264048827,0.943452684712523,1.1971722735438384,0.7162812602022248
ackley,snake,snake,9,0.8091065264048827,0.943452684712523,1.4094013119231856,0.9446301895453236
