dimension,horizon,held_out_function,reward,best_config_found,config_id,mean_rank,test_config_found,test_status,score,best_regret,final_regret,mean_budget_fraction_used,mean_remaining_movement_budget,mean_total_raw_move_cost,std_total_raw_move_cost,mean_total_scaled_move_cost,std_total_scaled_move_cost
5,3,ackley,earlbo,False,nan,nan,True,ok,0.10605547476435644,0.10605547476435644,0.10605547476435644,nan,nan,9.633789436798454,0.07249716440569619,9.633789436798454,0.07249716440569619
5,3,ackley,snake,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,ackley,log_improvement,True,2,1.75,True,ok,0.09417951757328351,0.09417951757328351,0.09417951757328351,nan,nan,9.80175692840943,0.44236604605330526,9.80175692840943,0.44236604605330543
5,3,ackley,normalized_improvement,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,ackley,optimistic_improvement,True,0,1.75,True,ok,0.08346972587453101,0.08346972587453101,0.08346972587453101,nan,nan,9.754088295537601,0.3142203854058476,9.7540882955376,0.31422038540584823
5,3,ackley,budgeted_exploration,True,1,3.25,True,ok,0.12493748884419867,0.12349617582091972,0.12349617582091972,0.5594230465593099,4.244425600153765,5.389363836644687,0.023065912428413222,5.389363836644687,0.023065912428413257
5,3,ackley,lookahead_budgeted_exploration,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,ackley,pure_bo,False,nan,nan,True,ok,0.7307806868984751,0.7307806868984751,0.7307806868984751,nan,nan,44.259202604456284,4.074113817225308,44.259202604456284,4.074113817225307
5,3,sphere,earlbo,False,nan,nan,True,ok,0.0012989944597838591,0.0012989944597838591,0.0012989944597838591,nan,nan,9.447023351841025,0.48142325608719216,9.447023351841025,0.48142325608719216
5,3,sphere,snake,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,sphere,log_improvement,True,2,1.75,True,ok,0.0004602721001056094,0.0004602721001056094,0.0004602721001056094,nan,nan,8.99672475034256,0.7368291664070321,8.99672475034256,0.7368291664070314
5,3,sphere,normalized_improvement,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,sphere,optimistic_improvement,True,0,2.0,True,ok,0.0007349597850271686,0.0007349597850271686,0.0007349597850271686,nan,nan,9.18067768746137,1.001281272688839,9.18067768746137,1.001281272688839
5,3,sphere,budgeted_exploration,True,2,4.0,True,ok,0.0008404895731855333,0.0008404895731855331,0.0008404895731855331,0.42253878937049333,5.455289541599338,3.991733810241687,0.11806750784791627,3.991733810241687,0.11806750784791627
5,3,sphere,lookahead_budgeted_exploration,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,sphere,pure_bo,False,nan,nan,True,ok,0.022734403863012217,0.022734403863012217,0.022734403863012217,nan,nan,20.525490242351292,6.393011579304317,20.525490242351292,6.393011579304317
5,3,sum_square,earlbo,False,nan,nan,True,ok,0.007568411824645558,0.007568411824645558,0.007568411824645558,nan,nan,10.316342437264188,0.1506246017829568,10.316342437264188,0.1506246017829568
5,3,sum_square,snake,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,sum_square,log_improvement,True,2,1.25,True,ok,0.002376969627964342,0.002376969627964342,0.002376969627964342,nan,nan,9.850167741211022,0.7679730316012114,9.850167741211022,0.7679730316012114
5,3,sum_square,normalized_improvement,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,sum_square,optimistic_improvement,True,0,1.75,True,ok,0.0021297138301158715,0.0021297138301158715,0.0021297138301158715,nan,nan,10.430673129647168,0.5297246712875017,10.430673129647168,0.5297246712875017
5,3,sum_square,budgeted_exploration,True,2,3.5,True,ok,0.003138060763280788,0.002376955136560862,0.002376955136560862,0.5111974972184056,5.042654002886709,5.273688434377479,0.5783498365260136,5.273688434377479,0.5783498365260132
5,3,sum_square,lookahead_budgeted_exploration,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,sum_square,pure_bo,False,nan,nan,True,ok,0.050193139855652276,0.050193139855652276,0.050193139855652276,nan,nan,21.551676152413858,2.351073924480849,21.551676152413858,2.351073924480849
5,3,levy,earlbo,False,nan,nan,True,ok,0.0064695446536742335,0.0064695446536742335,0.0064695446536742335,nan,nan,8.80509540221995,0.6460549022542429,8.80509540221995,0.6460549022542443
5,3,levy,snake,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,levy,log_improvement,True,2,1.75,True,ok,0.07877140783140062,0.07805831045441446,0.07805831045441446,nan,nan,13.865636404082528,1.627597128330607,13.865636404082528,1.6275971283306054
5,3,levy,normalized_improvement,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,levy,optimistic_improvement,True,0,1.75,True,ok,0.05327717790218649,0.05033415379281625,0.05033415379281625,nan,nan,14.063223122928195,1.512324692299552,14.063223122928198,1.512324692299551
5,3,levy,budgeted_exploration,True,1,2.25,True,ok,0.2258356199795549,0.2258356199795549,0.2258356199795549,0.8315854822166532,1.4829058962012382,7.32218950601871,1.1222903162935545,7.322189506018712,1.1222903162935556
5,3,levy,lookahead_budgeted_exploration,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,levy,pure_bo,False,nan,nan,True,ok,0.064337839124198,0.064337839124198,0.064337839124198,nan,nan,22.479225895588893,2.0037016809103787,22.479225895588893,2.0037016809103787
5,3,rosenbrock,earlbo,False,nan,nan,True,ok,3.6425488645617983,3.6425488645617983,3.6425488645617983,nan,nan,19.134063651192022,1.9695993581503086,19.134063651192022,1.9695993581503086
5,3,rosenbrock,snake,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,rosenbrock,log_improvement,True,2,1.5,True,ok,3.5491195074093405,3.5491195074093405,3.5491195074093405,nan,nan,16.90704610533668,1.1515261050105152,16.90704610533668,1.1515261050105152
5,3,rosenbrock,normalized_improvement,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,rosenbrock,optimistic_improvement,True,0,1.75,True,ok,3.4488386704754417,3.384456976103196,3.384456976103196,nan,nan,16.69475284540623,2.5174917919719504,16.69475284540623,2.5174917919719504
5,3,rosenbrock,budgeted_exploration,True,0,3.75,True,ok,4.614361586297629,4.280285885041083,4.280285885041083,0.43604429050674715,10.790764441897059,8.343299209294965,0.484969018775871,8.343299209294964,0.4849690187758708
5,3,rosenbrock,lookahead_budgeted_exploration,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,3,rosenbrock,pure_bo,False,nan,nan,True,ok,1.3562113526398833,1.3562113526398833,1.3562113526398833,nan,nan,46.05849812118509,3.3433946590307198,46.05849812118509,3.3433946590307198
5,5,ackley,earlbo,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,ackley,snake,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,ackley,log_improvement,True,2,1.25,True,ok,0.043141895512791205,0.043141895512791205,0.043141895512791205,nan,nan,7.692755417142955,0.3505375069456109,7.692755417142956,0.35053750694561137
5,5,ackley,normalized_improvement,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,ackley,optimistic_improvement,True,0,2.0,True,ok,0.08796831070600246,0.08796831070600246,0.08796831070600246,nan,nan,9.282299038496467,0.7322724468916566,9.282299038496467,0.732272446891656
5,5,ackley,budgeted_exploration,True,2,3.0,True,ok,0.100601265917115,0.100601265917115,0.100601265917115,0.4879802397401005,4.6526953327730345,4.434249535158121,0.2296384049847886,4.434249535158121,0.22963840498478932
5,5,ackley,lookahead_budgeted_exploration,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,ackley,pure_bo,False,nan,nan,True,ok,0.7307806868984751,0.7307806868984751,0.7307806868984751,nan,nan,44.259202604456284,4.074113817225308,44.259202604456284,4.074113817225307
5,5,sphere,earlbo,False,nan,nan,True,ok,0.0013214695316084606,0.0013214695316084606,0.0013214695316084606,nan,nan,9.164421236788757,0.3426657019210959,9.164421236788757,0.3426657019210959
5,5,sphere,snake,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,sphere,log_improvement,True,2,1.25,True,ok,0.0003450600197804821,0.0003450600197804821,0.0003450600197804821,nan,nan,8.119608734156593,0.4134686291123663,8.119608734156593,0.4134686291123667
5,5,sphere,normalized_improvement,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,sphere,optimistic_improvement,True,0,2.0,True,ok,0.000657265864286711,0.000657265864286711,0.000657265864286711,nan,nan,9.246323470790566,0.5026810588542071,9.246323470790564,0.5026810588542064
5,5,sphere,budgeted_exploration,True,2,3.75,True,ok,0.000994671147302513,0.0009577564504217334,0.0009577564504217334,0.3891342508427333,5.598231044403729,3.566190192385027,0.05256505520712082,3.566190192385027,0.05256505520712082
5,5,sphere,lookahead_budgeted_exploration,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,sphere,pure_bo,False,nan,nan,True,ok,0.022734403863012217,0.022734403863012217,0.022734403863012217,nan,nan,20.525490242351292,6.393011579304317,20.525490242351292,6.393011579304317
5,5,sum_square,earlbo,False,nan,nan,True,ok,0.002899218211770178,0.002899218211770178,0.002899218211770178,nan,nan,10.821548364478367,1.0881741604107649,10.82154836447837,1.088174160410764
5,5,sum_square,snake,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,sum_square,log_improvement,True,2,1.0,True,ok,0.0012599883178304723,0.0012599883178304723,0.0012599883178304723,nan,nan,9.886825825736041,0.900285165612432,9.886825825736041,0.9002851656124315
5,5,sum_square,normalized_improvement,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,sum_square,optimistic_improvement,True,2,1.75,True,ok,0.001007556790644757,0.001007556790644757,0.001007556790644757,nan,nan,9.568616989659695,0.16692269853157,9.568616989659695,0.1669226985315709
5,5,sum_square,budgeted_exploration,True,2,3.75,True,ok,0.0032162062122708763,0.0032162062122708768,0.0032162062122708768,0.41409665963506886,6.3403813346685345,4.4811670298098365,0.20866135622457593,4.4811670298098365,0.20866135622457593
5,5,sum_square,lookahead_budgeted_exploration,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,sum_square,pure_bo,False,nan,nan,True,ok,0.050193139855652276,0.050193139855652276,0.050193139855652276,nan,nan,21.551676152413858,2.351073924480849,21.551676152413858,2.351073924480849
5,5,levy,earlbo,False,nan,nan,True,ok,0.0034223086581370217,0.0034223086581370217,0.0034223086581370217,nan,nan,6.91436154695436,0.7453404134006436,6.91436154695436,0.7453404134006438
5,5,levy,snake,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,levy,log_improvement,True,2,1.25,True,ok,0.04906805057638507,0.04683084358300907,0.04683084358300907,nan,nan,11.89480866996007,1.6220970517279514,11.89480866996007,1.6220970517279523
5,5,levy,normalized_improvement,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,levy,optimistic_improvement,True,1,1.5,True,ok,0.051845128897637704,0.05109763891850785,0.05109763891850785,nan,nan,12.611284564890193,0.3017689030149014,12.611284564890191,0.3017689030149008
5,5,levy,budgeted_exploration,True,1,2.5,True,ok,0.26748000744583955,0.2657228361353055,0.2657228361353055,0.9623057424089697,0.26063172522841277,6.653729821725946,0.31740969918468914,6.653729821725946,0.31740969918468953
5,5,levy,lookahead_budgeted_exploration,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,levy,pure_bo,False,nan,nan,True,ok,0.064337839124198,0.064337839124198,0.064337839124198,nan,nan,22.479225895588893,2.0037016809103787,22.479225895588893,2.0037016809103787
5,5,rosenbrock,earlbo,False,nan,nan,True,ok,3.6385712232016947,3.6385712232016947,3.6385712232016947,nan,nan,21.56365402349839,4.278476356628418,21.56365402349839,4.278476356628418
5,5,rosenbrock,snake,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,rosenbrock,log_improvement,True,2,1.25,True,ok,3.4972061634760103,3.357916674653435,3.357916674653435,nan,nan,14.717345515345386,1.5328467889354125,14.717345515345386,1.5328467889354125
5,5,rosenbrock,normalized_improvement,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,rosenbrock,optimistic_improvement,True,1,1.5,True,ok,4.356620636579641,4.356620636579641,4.356620636579641,nan,nan,15.8164600974907,2.1735178203879344,15.816460097490703,2.173517820387936
5,5,rosenbrock,budgeted_exploration,True,0,3.25,True,ok,5.311659451766275,5.284015753534324,5.284015753534324,0.32145339839507997,14.631944155829089,6.931709867669297,0.6327638750404501,6.931709867669297,0.6327638750404496
5,5,rosenbrock,lookahead_budgeted_exploration,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,5,rosenbrock,pure_bo,False,nan,nan,True,ok,1.3562113526398833,1.3562113526398833,1.3562113526398833,nan,nan,46.05849812118509,3.3433946590307198,46.05849812118509,3.3433946590307198
10,3,ackley,earlbo,False,nan,nan,True,ok,0.5366152938001147,0.5366152938001147,0.5366152938001147,nan,nan,17.793271019215055,1.384940715437244,17.793271019215055,1.3849407154372455
10,3,ackley,snake,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,3,ackley,log_improvement,True,2,1.75,True,ok,0.18886669011117993,0.1848352254356939,0.1848352254356939,nan,nan,13.044388524246747,1.9890037499917546,13.044388524246747,1.9890037499917546
10,3,ackley,normalized_improvement,False,nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan
